URL,label,URLLength,DomainLength,TLDLength,IsDomainIP,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,Bank,Pay,Crypto,LineOfCode,LargestLineLength,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef
https://farmers.com,0,19.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3978952727983707,4.6443908991413725,0.0,0.0,0.0,0.0,0.0,0.0
https://bluedolphin-magazines.com,0,33.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.696969696969697,0.0,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.0,0.0,0.0,5.676753802268282,5.733341276897746,3.4011973816621555,1.0986122886681098,2.3978952727983707,4.330733340286331,0.6931471805599453,1.6094379124341003
https://openenglish.com,0,23.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.513385953073284,11.823969997458901,4.143134726391533,3.4657359027997265,3.367295829986474,4.060443010546419,1.3862943611198906,2.3978952727983707
https://capital.ro,0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.478734825567875,9.078065332666364,4.219507705176107,2.5649493574615367,3.6109179126442243,5.241747015059643,0.6931471805599453,2.4849066497880004
https://renlearn.com,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.107720061910534,9.086249986745132,3.784189633918261,3.4965075614664802,3.295836866004329,4.59511985013459,1.3862943611198906,3.6635616461296463
https://gahe.com,0,16.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.653960350157523,5.420534999272286,3.044522437723423,1.0986122886681098,1.0986122886681098,3.044522437723423,0.0,0.0
https://rapid7.com,0,18.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4444444444444444,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,13.254757373438515,4.5217885770490405,2.302585092994046,4.736198448394496,4.394449154672439,0.0,1.6094379124341003
https://forumarabia.com,0,23.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.993961427306569,6.928537818164665,0.6931471805599453,1.6094379124341003,2.70805020110221,5.147494476813453,0.0,2.6390573296152584
https://discovery.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.205218426395412,10.82406906582744,3.1354942159291497,1.6094379124341003,3.5553480614894135,4.02535169073515,0.0,3.4011973816621555
https://megalodon.jp,0,20.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.087596335232384,5.459585514144159,1.0986122886681098,1.3862943611198906,1.3862943611198906,2.302585092994046,0.0,1.0986122886681098
https://force-download.es,0,25.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,3.58351893845611,4.976733742420574,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0
https://disfrutalasmatematicas.com,0,34.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,0.7352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.173786103901937,5.978885764901122,1.9459101490553132,1.0986122886681098,1.791759469228055,3.7376696182833684,0.0,0.6931471805599453
https://lifespan.com,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.578852571802965,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://decathlon.fr,0,20.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.587651655064798,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://cope.es,0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.526464118059266,10.08455832742843,5.641907070938114,1.3862943611198906,3.367295829986474,5.802118375377063,5.241747015059643,3.044522437723423
https://flirthookup.com,0,23.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.14166355650266,12.01863401883674,0.0,0.6931471805599453,4.68213122712422,0.0,0.0,0.0
https://westwing.ru,0,19.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.519149957669823,7.589841512182657,4.07753744390572,1.6094379124341003,2.9444389791664403,4.605170185988092,1.0986122886681098,1.6094379124341003
https://xyupload.com,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.440312147080279,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
https://babesandgirls.com,0,25.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.198183577101943,6.966024187106113,4.290459441148391,1.0986122886681098,2.0794415416798357,5.3612921657094255,1.3862943611198906,4.762173934797756
https://strangedazeindeed.com,0,29.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.01571242048723,9.088963385809583,3.9512437185814275,2.8903717578961645,3.367295829986474,4.356708826689592,0.0,4.02535169073515
https://premium.pl,0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.78332520060396,6.152732694704104,2.3978952727983707,1.3862943611198906,2.3978952727983707,4.770684624465665,1.3862943611198906,0.6931471805599453
https://jobamatic.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.584290934948731,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://browserstack.com,0,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0112671744041615,12.663070186096768,4.543294782270004,2.1972245773362196,2.995732273553991,5.332718793265369,0.0,2.5649493574615367
https://wanlitong.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6888794541139363,6.729824070489475,0.0,0.0,1.9459101490553132,0.0,0.0,0.0
https://webinane.com,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.1235835080499,9.086249986745132,4.1588830833596715,4.060443010546419,3.912023005428146,4.804021044733257,0.0,1.6094379124341003
https://pressengers.de,0,22.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.488937726156687,9.086249986745132,2.4849066497880004,2.1972245773362196,2.3978952727983707,4.189654742026425,0.0,0.6931471805599453
https://005.tv,0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,3.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098,7.344719054149673,0.0,0.0,1.3862943611198906,1.0986122886681098,0.0,1.3862943611198906
https://time.is,0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.19644412779452,10.618445147359923,1.0986122886681098,1.0986122886681098,2.833213344056216,5.0369526024136295,0.6931471805599453,0.6931471805599453
https://city24.ee,0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.35294117647058826,2.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.204692619390966,12.401836778020618,0.0,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.0,0.0
https://sonicch.com,0,19.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.902117546276448,6.565264970035361,3.5263605246161616,1.9459101490553132,4.584967478670572,0.0,0.6931471805599453,5.236441962829949
https://invest-system.net,0,25.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,3.58351893845611,4.976733742420574,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0
https://tju.edu.cn,0,18.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.216898580913613,7.034387929915503,4.820281565605037,2.5649493574615367,4.1588830833596715,6.0063531596017325,2.1972245773362196,3.1354942159291497
https://bitptc.com,0,18.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.706862336602747,6.839476438228843,2.995732273553991,2.302585092994046,2.8903717578961645,1.791759469228055,1.791759469228055,4.02535169073515
https://goodmenproject.com,0,26.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.579980179515003,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://salford.ac.uk,0,21.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.466227556215481,7.00669522683704,3.1354942159291497,2.302585092994046,3.1354942159291497,4.5217885770490405,0.6931471805599453,2.5649493574615367
https://umn.edu,0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.351158226430694,8.330140460246382,2.3978952727983707,2.70805020110221,3.1354942159291497,4.3694478524670215,1.3862943611198906,2.3978952727983707
https://tothemotherhood.com,0,27.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.973155433444133,10.690193379861592,4.795790545596741,3.044522437723423,2.995732273553991,5.932245187448011,0.0,3.4965075614664802
https://songfacts.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.925518979786926,8.615408238913192,3.6635616461296463,1.0986122886681098,3.091042453358316,5.187385805840755,0.6931471805599453,1.6094379124341003
https://forex-tsd.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,1.0,0.0,0.0,0.0,7.403061091090091,7.836764783264067,2.3978952727983707,1.3862943611198906,2.8903717578961645,6.09807428216624,0.6931471805599453,3.7612001156935624
https://scarabey.org,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6094379124341003,9.29182818882245,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://mariadb.com,0,19.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.050384453067021,13.598718046035943,3.332204510175204,3.4011973816621555,3.091042453358316,5.204006687076795,0.0,1.6094379124341003
https://biggeekdad.com,0,22.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.895682697747868,9.994104920119742,3.332204510175204,3.2188758248682006,3.58351893845611,4.1588830833596715,1.3862943611198906,0.0
https://searchsun.info,0,22.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098,8.154212694914229,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
https://2oceansvibe.com,0,23.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5652173913043478,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.579416534596369,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://buldumbuldum.com,0,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.492239835020471,10.511485258054378,0.6931471805599453,2.6390573296152584,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.3862943611198906
https://globe.com.ph,0,20.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.587651655064798,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://te3p.com,0,16.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.375,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.553876891600541,5.978885764901122,0.0,1.0986122886681098,1.3862943611198906,0.0,0.0,0.6931471805599453
https://bidorbuy.co.za,0,22.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.882314918980268,9.094929520464856,4.204692619390966,1.3862943611198906,4.110873864173311,1.6094379124341003,0.0,6.063785208687608
https://spring.me,0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.7376696182833684,5.365976015021851,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453
https://gempak.org,0,18.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.70805020110221,5.598421958998375,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
https://samuel-warde.com,0,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,1.0,0.0,0.0,0.0,6.862757913051401,10.043075566743182,2.302585092994046,3.4965075614664802,2.833213344056216,3.1354942159291497,2.0794415416798357,1.0986122886681098
https://upc.edu,0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.486613313139955,9.893992617974327,4.127134385045092,1.3862943611198906,2.6390573296152584,5.267858159063328,1.791759469228055,2.995732273553991
https://afrik.com,0,17.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.579040594742317,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://apr.gov.rs,0,18.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,10.57413346774956,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
https://infomistico.com,0,23.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.043663352393944,11.71000426273909,3.1354942159291497,1.9459101490553132,3.1780538303479458,2.302585092994046,1.791759469228055,3.295836866004329
https://vivacolombia.co,0,23.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,4.74493212836325,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
https://dacure.com,0,18.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.502738210754851,11.427541853360504,4.007333185232471,2.0794415416798357,2.995732273553991,2.3978952727983707,1.0986122886681098,4.442651256490317
https://kirklands.com,0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.248790733696413,7.52294091807237,3.784189633918261,2.70805020110221,4.189654742026425,5.918893854273146,2.9444389791664403,2.5649493574615367
https://expedia.co.jp,0,21.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.081404364984463,11.235167320382796,1.0986122886681098,1.6094379124341003,3.091042453358316,0.6931471805599453,0.0,0.0
https://qubitproducts.com,0,25.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.572502985020384,11.309290380044061,3.912023005428146,2.1972245773362196,3.044522437723423,5.1647859739235145,0.6931471805599453,3.6109179126442243
https://eventbrite.com.au,0,25.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906,12.055470661626659,2.833213344056216,1.791759469228055,2.833213344056216,5.187385805840755,1.0986122886681098,2.302585092994046
https://gesundheitsfrage.net,0,28.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.492080490601163,12.344577276080853,2.302585092994046,1.6094379124341003,2.302585092994046,4.770684624465665,0.0,2.3978952727983707
https://smartapp.com,0,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.133587417660966,8.734560089952993,5.170483995038151,3.091042453358316,3.970291913552122,4.51085950651685,1.3862943611198906,3.4011973816621555
https://forumophilia.com,0,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.725033642166843,7.461640392208575,3.4965075614664802,1.6094379124341003,1.791759469228055,4.61512051684126,0.0,0.0
https://gurugossiper.com,0,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,8.559486103606488,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
https://kansascity.com,0,22.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3978952727983707,4.68213122712422,0.0,0.0,0.0,0.0,0.0,0.0
