url,label
https://twitter-verify-account.xyz,1
https://golang-download.tk/install,1
https://www.stackoverflow.com,0
https://www.facebook.com,0
https://python-org-verify.xyz/account,1
https://apple-id-verify.ml/signin,1
https://ubuntu-update.tk,1
https://www.wikipedia.org,0
https://www.python.org,0
https://ubuntu-update.tk,1
https://goo.gl/abc123,1
https://microsoft-account-verify.xyz,1
https://udemy-certificate.ml/download,1
https://docker-hub-login.ga/auth,1
https://www.rust-lang.org,0
https://www.kubernetes.io,0
https://udemy-certificate.ml/download,1
https://bit.ly/phishing,1
https://apple-id-verify.ml/signin,1
https://www.google.com,0
https://www-wikipedia.ml/login,1
https://facebook-secure-login.xyz/verify,1
https://www.medium.com,0
https://github-secure.ga/authorize,1
https://www.ubuntu.com,0
https://www.twitter.com,0
https://python-org-verify.xyz/account,1
https://www.microsoft.com,0
https://medium-membership.cf/upgrade,1
https://www.coursera.org,0
http://192.168.1.1/login,1
https://tinyurl.com/login,1
https://www.stackoverflow.com,0
https://www.ubuntu.com,0
https://twitter-verify-account.xyz,1
https://www.udemy.com,0
https://www.twitter.com,0
https://amazon-account-verify.tk,1
https://www.instagram.com,0
https://microsoft-account-verify.xyz,1
https://www.amazon.com,0
https://facebook-secure-login.xyz/verify,1
https://www.amazon.com,0
https://facebook-secure-login.xyz/verify,1
https://github-secure.ga/authorize,1
http://stackoverflow-help.cf,1
https://rust-lang-compiler.ml,1
https://www.edx.org,0
https://www.github.com,0
https://www.golang.org,0
https://www.python.org,0
https://python-org-verify.xyz/account,1
https://www.apple.com,0
https://www.django-rest-framework.org,0
https://instagram-security.ga/confirm,1
http://stackoverflow-help.cf,1
https://www.ubuntu.com,0
https://www.django-rest-framework.org,0
https://www.openstack.org,0
https://www.golang.org,0
https://bit.ly/phishing,1
http://192.168.1.1/login,1
https://www.linkedin.com,0
https://python-org-verify.xyz/account,1
https://www.udemy.com,0
https://google-login.xyz,1
https://amazon-account-verify.tk,1
https://linkedin-profile-update.tk,1
https://django-admin.xyz/login,1
https://www.openstack.org,0
https://www.wikipedia.org,0
https://www-wikipedia.ml/login,1
https://www.google.com,0
https://microsoft-account-verify.xyz,1
https://udemy-certificate.ml/download,1
https://rust-lang-compiler.ml,1
https://www.django-rest-framework.org,0
https://www.coursera.org,0
https://www.openstack.org,0
https://www.dev.to,0
https://www.python.org,0
https://youttube.com,1
https://linkedin-profile-update.tk,1
http://192.168.1.1/login,1
https://g0ogle.com,1
https://www.kubernetes.io,0
https://g0ogle.com,1
https://openstack-cloud.cf/login,1
https://www.youtube.com,0
https://www.facebook.com,0
https://instagram-security.ga/confirm,1
https://google-login.xyz,1
https://medium-membership.cf/upgrade,1
http://192.168.1.1/login,1
https://www.edx.org,0
https://openstack-cloud.cf/login,1
https://www.kubernetes.io,0
https://www.edx.org,0
https://instagram-security.ga/confirm,1
https://tinyurl.com/login,1
https://www.medium.com,0
https://youttube.com,1
https://www.dev.to,0
https://amazon-account-verify.tk,1
https://www.ubuntu.com,0
https://www.linkedin.com,0
https://medium-membership.cf/upgrade,1
https://google-login.xyz,1
